WarNum,WarName,WarType,ccode,StateName,Side,StartYear,EndYear,Initiator,Outcome,WhereFought,BatDeath
325,Peru-Bolivian,3,135,Peru,1,1841,1841,2,2,1,600
325,Peru-Bolivian,3,,Bolivia,2,1841,1841,2,2,1,600
326,British-Sind,3,200,United Kingdom,1,1843,1843,1,1,7,200
326,British-Sind,3,,Sind,2,1843,1843,1,1,7,200
327,Uruguay War,3,160,Argentina,1,1843,1851,1,4,1,1500
327,Uruguay War,3,,Uruguay,2,1843,1851,1,4,1,1500
327,Uruguay War,3,200,United Kingdom,2,1845,1849,2,4,1,400
327,Uruguay War,3,220,France,2,1845,1849,2,4,1,600
329,Gwalior,3,200,United Kingdom,1,1843,1843,1,1,7,106
329,Gwalior,3,,Gwalior,2,1843,1843,1,1,7,106
330,Franco-Moroccan,3,220,France,1,1844,1844,1,1,6,200
330,Franco-Moroccan,3,,Morocco,2,1844,1844,1,1,6,200
331,First British-Sikh,3,200,United Kingdom,1,1845,1846,2,1,7,1500
331,First British-Sikh,3,,Sikhs,2,1845,1846,2,1,7,1500
332,Cracow Revolt,3,365,Russia,1,1846,1846,2,1,2,
332,Cracow Revolt,3,255,Prussia,1,1846,1846,2,1,2,
332,Cracow Revolt,3,300,Austria,1,1846,1846,2,1,2,1000
332,Cracow Revolt,3,,Cracow,2,1846,1846,2,1,2,1000
333,First British-Xhosa,3,200,United Kingdom,1,1846,1847,1,1,4,1000
333,First British-Xhosa,3,,Khosa,2,1846,1847,1,1,4,1000
334,First Dutch-Bali,3,210,Netherlands,1,1848,1848,1,6,7,300
334,First Dutch-Bali,3,,Bali,2,1848,1848,1,6,7,300
335,Second British-Sikh,3,200,United Kingdom,1,1848,1849,1,1,7,1500
335,Second British-Sikh,3,,Sikhs,2,1848,1849,1,1,7,1500
336,Chinese Pirates,3,200,United Kingdom,1,1849,1849,1,1,7,0
336,Chinese Pirates,3,,Chinese Pirates,2,1849,1849,1,1,7,0
337,Second British-Xhosa,2,200,United Kingdom,1,1850,1852,1,1,4,1400
337,Second British-Xhosa,2,,Xhosa,2,1850,1852,1,1,4,1400
339,Second British-Burmese,3,200,United Kingdom,1,1852,1852,1,1,7,400
339,Second British-Burmese,3,,Burma,2,1852,1852,1,1,7,400
340,French-Tukulor War,3,220,France,1,1854,1857,2,6,4,100
340,French-Tukulor War,3,,Tukulor,2,1854,1857,2,6,4,100
341,British-Santal,2,200,United Kingdom,1,1855,1856,2,1,7,
341,British-Santal,2,,Santal,2,1855,1856,2,1,7,
342,Hodeida Seige,2,640,Ottoman Empire,1,1856,1856,2,6,6,1700
342,Hodeida Seige,2,,Beni Aseer tribe,2,1856,1856,2,6,6,1700
343,Second Opium,3,200,United Kingdom,1,1856,1860,1,1,7,200
343,Second Opium,3,220,France,1,1856,1860,1,1,7,100
343,Second Opium,3,,China,2,1856,1860,1,1,7,200
345,French Conquest of Kabylia,2,220,France,1,1856,1857,1,1,4,1000
345,French Conquest of Kabylia,2,,Kabylia,2,1856,1857,1,1,4,1000
347,Indian Mutiny,2,200,United Kingdom,1,1857,1859,2,1,7,11000
347,Indian Mutiny,2,,Indian sepoys,2,1857,1859,2,1,7,11000
349,First Franco-Vietnamese,3,220,France,1,1858,1862,1,1,7,1500
349,First Franco-Vietnamese,3,,Vietnam,2,1858,1862,1,1,7,1500
350,Netherlands-Bone,3,210,Netherlands,1,1859,1860,1,1,7,500
350,Netherlands-Bone,3,,Bone,2,1859,1860,1,1,7,500
351,Argentine-Buenos Aires,3,160,Argentina,1,1859,1859,1,1,1,500
351,Argentine-Buenos Aires,3,,Buenos Aires,2,1859,1859,1,1,1,500
352,Garibaldi Expedition,3,329,Two Sicilies,1,1860,1860,2,4,2,4500
352,Garibaldi Expedition,3,,Red Shirts,2,1860,1860,2,4,2,4500
353,Spanish-Santo Dominican,2,230,Spain,1,1863,1865,1,2,1,28000
353,Spanish-Santo Dominican,2,,Santo Domingo,2,1863,1865,1,2,1,28000
355,British-Maori,2,200,United Kingdom,1,1863,1866,1,1,9,700
355,British-Maori,2,,New Zealand Maori,2,1863,1866,1,1,9,700
356,Shimonoseki War,3,2,United States,1,1863,1864,2,1,7,5
356,Shimonoseki War,3,200,United Kingdom,1,1864,1864,2,1,7,13
356,Shimonoseki War,3,210,Netherlands,1,1864,1864,2,1,7,2
356,Shimonoseki War,3,220,France,1,1863,1864,2,1,7,6
356,Shimonoseki War,3,,Choshu Daimyo,2,1863,1864,2,1,7,5
357,British Umbeyla Campaign,3,200,United Kingdom,1,1863,1863,1,1,7,900
357,British Umbeyla Campaign,3,,Pathan tribe,2,1863,1863,1,1,7,900
359,Russian-Kokand,3,365,Russia,1,1864,1865,1,1,7,120
359,Russian-Kokand,3,,Kokand,2,1864,1865,1,1,7,120
360,British-Bhutanese,3,200,United Kingdom,1,1865,1865,1,1,7,100
360,British-Bhutanese,3,,Bhutan,2,1865,1865,1,1,7,100
361,Russian-Bukharan,3,365,Russia,1,1866,1866,1,1,7,100
361,Russian-Bukharan,3,,Bukhara,2,1866,1866,1,1,7,100
362,British-Ethiopian,3,200,United Kingdom,1,1867,1868,1,1,4,400
362,British-Ethiopian,3,,Ethiopians,2,1867,1868,1,1,4,400
363,First Spanish-Cuban,2,230,Spain,1,1868,1878,2,1,1,100000
363,First Spanish-Cuban,2,,Cuba,2,1868,1878,2,1,1,100000
364,Attack on Bahr el-Ghazal,3,651,Egypt,1,1869,1870,1,2,6,
364,Attack on Bahr el-Ghazal,3,,Bahr el-Ghazal,2,1869,1870,1,2,6,
365,Ottoman Conquest of Arabia,3,640,Ottoman Empire,1,1870,1872,2,1,6,4000
365,Ottoman Conquest of Arabia,3,640,Ottoman Empire,1,1870,1872,2,1,6,4000
365,Ottoman Conquest of Arabia,3,640,Ottoman Empire,1,1870,1872,2,1,6,4000
365,Ottoman Conquest of Arabia,3,,Yemen,2,1870,1872,2,1,6,4000
365,Ottoman Conquest of Arabia,3,,Asir,2,1870,1872,2,1,6,4000
365,Ottoman Conquest of Arabia,3,,Hasa,2,1870,1872,2,1,6,4000
366,Second Franco-Algerian,2,220,France,1,1871,1872,2,1,6,2686
366,Second Franco-Algerian,2,,Algeria,2,1871,1872,2,1,6,2686
367,Second British-Ashanti,3,200,United Kingdom,1,1873,1874,2,1,4,100
367,Second British-Ashanti,3,,Ashanti,2,1873,1874,2,1,4,100
369,Second Franco-Vietnamese,3,220,France,1,1873,1874,1,3,7,400
369,Second Franco-Vietnamese,3,,Vietnam,2,1873,1874,1,3,7,400
370,First Dutch-Achinese,3,210,Netherlands,1,1873,1878,2,1,7,12000
370,First Dutch-Achinese,3,,Aceh,2,1873,1878,2,1,7,12000
371,Kokand Rebellion,3,365,Russia,1,1875,1876,2,1,7,100
371,Kokand Rebellion,3,,Kokand,2,1875,1876,2,1,7,100
372,Egyptian-Ethiopian,3,651,Egypt,1,1875,1876,1,2,4,4250
372,Egyptian-Ethiopian,3,,Ethiopia,2,1875,1876,1,2,4,4250
373,Serbian-Turkish,3,640,Ottoman Empire,1,1876,1877,2,4,2,
373,Serbian-Turkish,3,640,Ottoman Empire,1,1876,1877,2,4,2,
373,Serbian-Turkish,3,,Serbia,2,1876,1877,2,4,2,
373,Serbian-Turkish,3,,Montenegro,2,1876,1877,2,4,2,
374,Third British-Xhosa,2,200,United Kingdom,1,1877,1878,2,1,4,200
374,Third British-Xhosa,2,,S. Africa Xhosa,2,1877,1878,2,1,4,200
375,Egypt-Sudanese Slavers,3,651,Egypt,1,1878,1879,1,1,6,
375,Egypt-Sudanese Slavers,3,,Sudanese Slavers,2,1878,1879,1,1,6,
376,Russo-Turkoman,3,365,Russia,1,1878,1881,1,1,7,2000
376,Russo-Turkoman,3,,Turkomans,2,1878,1881,1,1,7,2000
377,Austrian-Bosnian,3,300,Austria-Hungary,1,1878,1878,1,1,2,3500
377,Austrian-Bosnian,3,,Bosnia,2,1878,1878,1,1,2,3500
379,Second British-Afghan,3,200,United Kingdom,1,1878,1879,1,1,7,10000
379,Second British-Afghan,3,,Afghanistan,2,1878,1879,1,1,7,10000
380,Second British-Zulu,3,200,United Kingdom,1,1879,1879,1,1,4,2500
380,Second British-Zulu,3,,Zulu,2,1879,1879,1,1,4,2500
381,Gun War,2,200,United Kingdom,1,1880,1881,1,1,4,
381,Gun War,2,,Basuto,2,1880,1881,1,1,4,
382,First Boer War,2,200,United Kingdom,1,1880,1881,2,2,4,900
382,First Boer War,2,,Transvaal,2,1880,1881,2,2,4,900
383,Franco-Tunisian,3,220,France,1,1881,1882,2,1,6,3500
383,Franco-Tunisian,3,,Tunisia,2,1881,1882,2,1,6,3500
384,First British-Mahdi,2,651,Egypt,1,1881,1882,2,2,6,5000
384,First British-Mahdi,2,200,United Kingdom,1,1881,1885,2,2,6,25000
384,First British-Mahdi,2,,Mahdist Empire,2,1881,1885,2,2,6,25000
385,Third Franco-Vietnamese,3,220,France,1,1882,1884,1,4,7,4500
385,Third Franco-Vietnamese,3,220,France,1,1882,1884,1,4,7,4500
385,Third Franco-Vietnamese,3,,Vietnam,2,1882,1884,1,4,7,4500
385,Third Franco-Vietnamese,3,,Black Flag,2,1882,1884,1,4,7,4500
385,Third Franco-Vietnamese,3,710,China,2,1883,1884,2,4,7,1000
386,First Franco-Madagascan,3,220,France,1,1883,1885,1,1,4,300
386,First Franco-Madagascan,3,,Madagasar,2,1883,1885,1,1,4,300
387,Third British-Burmese,3,200,United Kingdom,1,1885,1889,1,1,7,3000
387,Third British-Burmese,3,,Burma,2,1885,1889,1,1,7,3000
389,French-Mandinka,3,220,France,1,1885,1886,1,1,4,1000
389,French-Mandinka,3,,Mandinka,2,1885,1886,1,1,4,1000
390,Russo-Afghan,3,365,Russia,1,1885,1885,1,3,7,1000
390,Russo-Afghan,3,,Afghanistan,2,1885,1885,1,3,7,1000
391,Serbian-Bulgarian,3,345,Serbia,1,1885,1885,1,2,2,2000
391,Serbian-Bulgarian,3,,Bulgaria,2,1885,1885,1,2,2,2000
392,First Italian-Ethiopian,3,325,Italy,1,1887,1887,1,3,4,1000
392,First Italian-Ethiopian,3,,Ethiopia,2,1887,1887,1,3,4,1000
393,Zambezi Conquest,3,235,Portugal,1,1888,1888,1,1,4,
393,Zambezi Conquest,3,,Prazero da Cruz,2,1888,1888,1,1,4,
394,First Franco-Dahomeyan,3,220,France,1,1890,1890,1,1,4,200
394,First Franco-Dahomeyan,3,,Dahomey,2,1890,1890,1,1,4,200
395,Franco-Jolof,3,220,France,1,1890,1891,1,1,4,100
395,Franco-Jolof,3,220,France,1,1890,1891,1,1,4,100
395,Franco-Jolof,3,,Jolof,2,1890,1891,1,1,4,100
395,Franco-Jolof,3,,Tukulor,2,1890,1891,1,1,4,100
396,Second Franco-Dahomeyan,3,220,France,1,1892,1893,1,1,4,80
396,Second Franco-Dahomeyan,3,,Dahomey,2,1892,1893,1,1,4,80
397,Belgian-Tib,3,211,Belgium,1,1892,1894,1,1,4,7000
397,Belgian-Tib,3,,Tippu Tib Empire,2,1892,1894,1,1,4,7000
398,Third British-Ashanti,3,200,United Kingdom,1,1893,1894,2,1,4,200
398,Third British-Ashanti,3,,Ashanti,2,1893,1894,2,1,4,200
399,Melilla War,3,230,Spain,1,1893,1894,2,1,6,1000
399,Melilla War,3,,Rif tribes,2,1893,1894,2,1,6,1000
400,Mahdist-Italian,3,325,Italy,1,1893,1894,2,1,4,270
400,Mahdist-Italian,3,,Mahdist Empire,2,1893,1894,2,1,4,270
401,Second Franco-Madagascan,3,220,France,1,1894,1895,2,1,4,6000
401,Second Franco-Madagascan,3,,Madagasar,2,1894,1895,2,1,4,6000
402,Second Dutch-Bali,3,210,Netherlands,1,1894,1894,1,1,7,1000
402,Second Dutch-Bali,3,,Bali,2,1894,1894,1,1,7,1000
403,Portuguese-Gaza Empire,3,235,Portugal,1,1895,1895,1,1,4,50
403,Portuguese-Gaza Empire,3,,Gaza Empire,2,1895,1895,1,1,4,50
404,Second Spanish-Cuban,2,230,Spain,1,1895,1898,2,4,1,59000
404,Second Spanish-Cuban,2,,Cuba,2,1895,1898,2,4,1,59000
405,Japan-Taiwanese,2,740,Japan,1,1895,1895,2,1,7,4800
405,Japan-Taiwanese,2,,Taiwanese,2,1895,1895,2,1,7,4800
406,Mazrui Rebellion,3,200,United Kingdom,1,1895,1896,2,1,4,200
406,Mazrui Rebellion,3,,Mazrui clan of Kenya,2,1895,1896,2,1,4,200
407,Second Italian-Ethiopian,3,325,Italy,1,1895,1896,1,2,4,9000
407,Second Italian-Ethiopian,3,,Ethiopia,2,1895,1896,1,2,4,9000
409,Second British-Mahdi,3,200,United Kingdom,1,1896,1899,1,1,6,1200
409,Second British-Mahdi,3,,Mahdist Empire,2,1896,1899,1,1,6,1200
410,Spanish-Philippine,2,230,Spain,1,1896,1898,2,4,7,4000
410,Spanish-Philippine,2,,Philippines,2,1896,1898,2,4,7,4000
411,British-South Nigerian,3,200,United Kingdom,1,1897,1897,1,1,4,20
411,British-South Nigerian,3,,Nigeria,2,1897,1897,1,1,4,20
412,British-Pathan,2,200,United Kingdom,1,1897,1898,2,1,7,1100
412,British-Pathan,2,,Pathans,2,1897,1898,2,1,7,1100
413,Hut Tax,2,200,United Kingdom,1,1898,1898,2,1,4,400
413,Hut Tax,2,,Sierra Leone rebels,2,1898,1898,2,1,4,400
414,American-Philippine,2,2,United States of America,1,1899,1902,2,1,7,4500
414,American-Philippine,2,,Philippines,2,1899,1902,2,1,7,4500
415,French Conquest of Chad,3,220,France,1,1899,1900,1,1,4,125
415,French Conquest of Chad,3,,Rabih az-Zubayr,2,1899,1900,1,1,4,125
416,Second Boer War,3,200,United Kingdom,1,1899,1902,2,1,4,22000
416,Second Boer War,3,,Boer Republics,2,1899,1902,2,1,4,22000
417,Last Ashanti War,3,200,United Kingdom,1,1900,1900,2,1,4,1000
417,Last Ashanti War,3,,Ashanti,2,1900,1900,2,1,4,1000
419,Somali Rebellion,2,200,United Kingdom,1,1901,1904,2,1,4,400
419,Somali Rebellion,2,530,Ethiopia,1,1901,1904,2,1,4,
419,Somali Rebellion,2,,Mohammad Abdullah Hassan Dervishes,2,1901,1904,2,1,4,400
420,Bailundu Revolt,3,235,Portugal,1,1902,1903,2,1,4,
420,Bailundu Revolt,3,,Bailundu of Angola,2,1902,1903,2,1,4,
421,Kuanhama Rebellion,3,235,Portugal,1,1902,1904,2,6,4,2000
421,Kuanhama Rebellion,3,,Kuanhama of Angola,2,1902,1904,2,6,4,2000
422,British Conquest of Kano  & Sokoto,3,200,United Kingdom,1,1903,1903,1,1,4,
422,British Conquest of Kano  & Sokoto,3,200,United Kingdom,1,1903,1903,1,1,4,
422,British Conquest of Kano  & Sokoto,3,,Kano,2,1903,1903,1,1,4,
422,British Conquest of Kano  & Sokoto,3,,Sokoto,2,1903,1903,1,1,4,
423,South West African Revolt,2,255,Germany,1,1904,1906,2,1,4,1800
423,South West African Revolt,2,255,Germany,1,1904,1906,2,1,4,1800
423,South West African Revolt,2,,Herero,2,1904,1906,2,1,4,1800
423,South West African Revolt,2,,Nama,2,1904,1906,2,1,4,1800
424,Second Dutch-Achinese,2,210,Netherlands,1,1904,1907,2,1,7,13000
424,Second Dutch-Achinese,2,,Aceh,2,1904,1907,2,1,7,13000
425,Younghusband Expedition,3,200,United Kingdom,1,1904,1904,1,1,7,300
425,Younghusband Expedition,3,,Tibet,2,1904,1904,1,1,7,300
426,Maji-Maji Revolt,2,255,Germany,1,1905,1906,2,1,4,3440
426,Maji-Maji Revolt,2,,Maji-Maji in Tanganyika,2,1905,1906,2,1,4,3440
427,Sokoto Uprising,2,200,United Kingdom,1,1906,1906,2,1,4,80
427,Sokoto Uprising,2,,Mahdist rebels,2,1906,1906,2,1,4,80
429,Third British-Zulu,2,200,United Kingdom,1,1906,1906,2,1,4,56
429,Third British-Zulu,2,,Zulu,2,1906,1906,2,1,4,56
430,Dembos War,3,235,Portugal,1,1907,1910,1,1,4,100
430,Dembos War,3,,Dembos,2,1907,1910,1,1,4,100
431,Anti-Foreign Revolt,3,220,France,1,1907,1910,1,1,4,150
431,Anti-Foreign Revolt,3,,Sheikh Ma Al-Ainie,2,1907,1910,1,1,4,150
432,Japan-Korean Guerrillas,2,740,Japan,1,1907,1910,2,1,7,136
432,Japan-Korean Guerrillas,2,,Korea,2,1907,1910,2,1,7,136
433,French Conquest of Wadai,3,220,France,1,1909,1911,1,1,4,4000
433,French Conquest of Wadai,3,,Wadai sultanate,2,1909,1911,1,1,4,4000
434,French-Berber,2,220,France,1,1912,1912,2,1,6,200
434,French-Berber,2,,Berbers,2,1912,1912,2,1,6,200
435,First Sino-Tibetan,2,710,China,1,1912,1913,2,2,7,2000
435,First Sino-Tibetan,2,,Tibet,2,1912,1913,2,2,7,2000
436,Moroccan Berber,2,220,France,1,1913,1915,1,7,6,900
436,Moroccan Berber,2,230,Spain,1,1913,1914,2,7,6,
436,Moroccan Berber,2,,Berbers,2,1913,1915,1,7,6,900
436,Moroccan Berber,2,,Berbers,2,1913,1914,2,7,6,
437,Moro Rebellion,2,2,United States,1,1913,1913,1,1,7,50
437,Moro Rebellion,2,,Moro,2,1913,1913,1,1,7,50
440,Second Sino-Tibetan,3,710,China,1,1918,1918,1,6,7,1000
440,Second Sino-Tibetan,3,,Tibet,2,1918,1918,1,6,7,1000
441,Caco Revolt,2,2,United States,1,1918,1920,2,1,1,98
441,Caco Revolt,2,,Caco Rebels,2,1918,1920,2,1,1,98
442,Third British-Afghan,3,200,United Kingdom,1,1919,1919,2,3,7,1136
442,Third British-Afghan,3,,Afghanistan,2,1919,1919,2,3,7,1136
443,First British-Waziristan,3,200,United Kingdom,1,1919,1920,2,1,7,800
443,First British-Waziristan,3,,Waziristan,2,1919,1920,2,1,7,800
444,Franco-Syrian,3,220,France,1,1920,1920,1,1,6,3500
444,Franco-Syrian,3,,Syrians,2,1920,1920,1,1,6,3500
445,Iraqi-British,2,200,United Kingdom,1,1920,1920,2,1,6,1040
445,Iraqi-British,2,,Iraq,2,1920,1920,2,1,6,1040
446,Conquest of Mongolia,3,365,USSR,1,1921,1921,2,1,7,
446,Conquest of Mongolia,3,710,China,1,1920,1921,2,1,7,4000
446,Conquest of Mongolia,3,,Baron von Ungern-Sternberg White army,2,1920,1921,2,1,7,4000
447,Italian-Sanusi,2,325,Italy,1,1923,1931,2,1,6,5000
447,Italian-Sanusi,2,,Sanusi tribe,2,1923,1931,2,1,6,5000
449,Rif Rebellion,2,220,France,1,1925,1926,2,1,6,10000
449,Rif Rebellion,2,230,Spain,1,1921,1926,1,1,6,50000
449,Rif Rebellion,2,,Riffs,2,1921,1926,1,1,6,50000
450,Moplah Rebellion,2,200,United Kingdom,1,1921,1922,2,1,7,50
450,Moplah Rebellion,2,,Muslim Moplahs,2,1921,1922,2,1,7,50
451,Franco-Druze,2,220,France,1,1925,1927,2,1,6,4000
451,Franco-Druze,2,,Druze,2,1925,1927,2,1,6,4000
452,Yen Bai Uprising,2,220,France,1,1930,1931,2,1,7,1
452,Yen Bai Uprising,2,,Vietnamese Nationalists,2,1930,1931,2,1,7,1
453,Saya San's Rebellion,2,200,United Kingdom,1,1930,1932,2,1,7,140
453,Saya San's Rebellion,2,,Peasant Rebels,2,1930,1932,2,1,7,140
454,British-Palestinian,2,200,United Kingdom,1,1936,1936,2,1,6,126
454,British-Palestinian,2,,Palestinians,2,1936,1936,2,1,6,126
455,Second British-Waziristan,3,200,United Kingdom,1,1936,1938,2,1,7,200
455,Second British-Waziristan,3,,Pathan tribes,2,1936,1938,2,1,7,200
456,Indonesian,2,200,United Kingdom,1,1945,1946,2,3,7,1000
456,Indonesian,2,210,Netherlands,1,1945,1946,2,3,7,800
456,Indonesian,2,,Indonesia,2,1945,1946,2,3,7,800
457,French-Indochina,2,220,France,1,1946,1954,2,2,7,94500
457,French-Indochina,2,,Vietminh,2,1946,1954,2,2,7,94500
459,Third Franco-Madagascan,2,220,France,1,1947,1948,2,1,4,1000
459,Third Franco-Madagascan,2,,Madagascar,2,1947,1948,2,1,4,1000
460,Malayan Rebellion,2,200,United Kingdom,1,1948,1957,2,1,7,2400
460,Malayan Rebellion,2,,Malayan Communists,2,1948,1957,2,1,7,2400
461,Indo-Hyderabad,3,750,India,1,1948,1948,1,1,7,10
461,Indo-Hyderabad,3,,Hyderabad,2,1948,1948,1,1,7,10
462,Third Sino-Tibetan,3,710,China,1,1950,1950,1,1,7,10000
462,Third Sino-Tibetan,3,,Tibet,2,1950,1950,1,1,7,10000
463,Franco-Tunisian,2,220,France,1,1952,1954,2,2,6,2000
463,Franco-Tunisian,2,,Tunisia,2,1952,1954,2,2,6,2000
464,British-Mau Mau,2,200,United Kingdom,1,1952,1956,2,1,4,600
464,British-Mau Mau,2,,Mau Mau,2,1952,1956,2,1,4,600
465,Moroccan Independence,2,220,France,1,1953,1956,2,2,6,2000
465,Moroccan Independence,2,,Morocco,2,1953,1956,2,2,6,2000
466,Third Franco-Algerian,2,220,France,1,1954,1962,2,2,6,18000
466,Third Franco-Algerian,2,,Algeria,2,1954,1962,2,2,6,18000
467,French-Cameroon,2,220,France,1,1957,1958,2,1,4,1000
467,French-Cameroon,2,,UPC,2,1957,1958,2,1,4,1000
469,Angolan-Portuguese,2,235,Portugal,1,1961,1974,2,4,4,4000
469,Angolan-Portuguese,2,,Angola,2,1961,1974,2,4,4,4000
471,Mozambique-Portuguese,2,235,Portugal,1,1964,1975,2,2,4,3500
471,Mozambique-Portuguese,2,,Mozambique,2,1964,1975,2,2,4,3500
472,"East Timorese,Phase 2",3,850,Indonesia,1,1975,1976,1,4,7,12500
472,"East Timorese,Phase 2",3,850,Indonesia,1,1975,1976,1,4,7,12500
472,"East Timorese,Phase 2",3,,Fretilin,2,1975,1976,1,4,7,12500
472,"East Timorese,Phase 2",3,,UDT,2,1975,1976,1,4,7,12500
473,Namibian,2,560,South Africa,1,1975,1988,1,2,4,1100
473,Namibian,2,,SWAPO-Namibia,2,1975,1988,1,2,4,1100
474,Western Saharan,3,600,Morocco,1,1975,1983,2,7,6,9500
474,Western Saharan,3,435,Mauritania,1,1975,1979,2,7,6,2000
474,Western Saharan,3,,Polisario,2,1975,1983,2,7,6,9500
474,Western Saharan,3,615,Algeria,2,1976,1976,2,7,6,500
475,Khmer Insurgency,3,816,Vietnam,1,1979,1989,1,4,7,25300
475,Khmer Insurgency,3,811,Cambodia,1,1979,1989,2,4,7,15000
475,Khmer Insurgency,3,,Khmer Rouge,2,1979,1989,1,4,7,25300
476,Soviet Quagmire,3,365,USSR,1,1980,1989,2,4,7,40000
476,Soviet Quagmire,3,700,Afghanistan,1,1980,1989,2,4,7,30000
476,Soviet Quagmire,3,,Muhajadin,2,1980,1989,2,4,7,40000
477,First PKK in Iraq,3,640,Turkey,1,1991,1992,1,6,6,300
477,First PKK in Iraq,3,,PKK in Iraq,2,1991,1992,1,6,6,300
479,Second PKK in Iraq,3,640,Turkey,1,1997,1997,1,6,6,100
479,Second PKK in Iraq,3,,PKK in Iraq,2,1997,1997,1,6,6,100
480,Al Aqsa Intifada,2,666,Israel,1,2000,2003,2,1,6,900
480,Al Aqsa Intifada,2,,Palestinians,2,2000,2003,2,1,6,900
481,Afghan Resistance,3,220,France,1,2001,,1,5,7,12
481,Afghan Resistance,3,900,Australia,1,2001,,1,5,7,6
481,Afghan Resistance,3,255,Germany,1,2001,,1,5,7,25
481,Afghan Resistance,3,200,United Kingdom,1,2001,,1,5,7,110
481,Afghan Resistance,3,20,Canada,1,2001,,1,5,7,88
481,Afghan Resistance,3,2,United States,1,2001,,1,5,7,552
481,Afghan Resistance,3,2,United States,1,2001,,1,5,7,552
481,Afghan Resistance,3,700,Afghanistan,1,2001,,1,5,7,1600
481,Afghan Resistance,3,,al-Qaeda,2,2001,,1,5,7,552
481,Afghan Resistance,3,,Taliban,2,2001,,1,5,7,552
482,Iraqi Resistance,3,900,Australia,1,2003,,1,5,6,1
482,Iraqi Resistance,3,2,United States,1,2003,,1,5,6,3985
482,Iraqi Resistance,3,2,United States,1,2003,,1,5,6,3985
482,Iraqi Resistance,3,200,United Kingdom,1,2003,,1,5,6,143
482,Iraqi Resistance,3,210,Netherlands,1,2004,2005,2,5,6,2
482,Iraqi Resistance,3,230,Spain,1,2004,2004,2,5,6,11
482,Iraqi Resistance,3,290,Poland,1,2004,2006,2,5,6,23
482,Iraqi Resistance,3,325,Italy,1,2004,,2,5,6,33
482,Iraqi Resistance,3,369,Ukraine,1,2004,2005,2,5,6,18
482,Iraqi Resistance,3,645,Iraq,1,2004,,2,5,6,10800
482,Iraqi Resistance,3,732,Republic of Korea,1,2004,,2,5,6,1
482,Iraqi Resistance,3,,al-Qaeda,2,2003,,1,5,6,3985
482,Iraqi Resistance,3,,Iraqi resistence,2,2003,,1,5,6,3985
500,First Caucasus,5,365,Russia,1,1818,1822,,1,2,11000
500,First Caucasus,5,365,Russia,1,1818,1822,,1,2,11000
500,First Caucasus,5,365,Russia,1,1818,1822,,1,2,11000
500,First Caucasus,5,,Georgians,2,1818,1822,,1,2,11000
500,First Caucasus,5,,Dhagestania,2,1818,1822,,1,2,11000
500,First Caucasus,5,,Chechens,2,1818,1822,,1,2,11000
501,Sidon-Damascus,6,,Sidon,1,1820,1821,,2,6,
501,Sidon-Damascus,6,,Sidon,1,1820,1821,,2,6,
501,Sidon-Damascus,6,,Damascus,2,1820,1821,,2,6,
501,Sidon-Damascus,6,,Aleppo,2,1820,1821,,2,6,
502,First Two Sicilies,4,300,Austria,1,1821,1821,,1,2,
502,First Two Sicilies,4,329,Two Sicilies,1,1820,1821,,1,2,
502,First Two Sicilies,4,,Liberals,2,1820,1821,,1,2,
503,Spanish Royalists,4,230,Spain,1,1821,1823,,4,2,
503,Spanish Royalists,4,,Royalists,2,1821,1823,,4,2,
505,Sardinian Revolt,4,300,Austria,1,1821,1821,,1,2,
505,Sardinian Revolt,4,325,Sardinia,1,1821,1821,,1,2,
505,Sardinian Revolt,4,,Carbonari,2,1821,1821,,1,2,
506,Greek Independence,5,640,Ottoman Empire,1,1821,1828,,4,2,9000
506,Greek Independence,5,,Greeks,2,1821,1828,,4,2,9000
506,Greek Independence,5,200,United Kingdom,2,1827,1827,,4,2,
506,Greek Independence,5,220,France,2,1827,1827,,4,2,
506,Greek Independence,5,365,Russia,2,1827,1828,,4,2,
507,Egypt-Mehdi,6,,Egypt,1,1824,1824,,1,6,
507,Egypt-Mehdi,6,,Mehdi army,2,1824,1824,,1,6,
508,Janissari Revolt,4,640,Ottoman Empire,1,1826,1826,,1,6,6300
508,Janissari Revolt,4,,Janissaries,2,1826,1826,,1,6,6300
510,Miguelite War,4,235,Portugal,1,1828,1834,,2,2,20000
510,Miguelite War,4,200,United Kingdom,2,1831,1834,,2,2,
510,Miguelite War,4,,Constitutionalists,2,1828,1834,,2,2,20000
511,First Murid War,5,365,Russia,1,1830,1832,,1,2,1500
511,First Murid War,5,,Ghazi Muhammad,2,1830,1832,,1,2,1500
512,First Albanian Revolt,5,640,Ottoman Empire,1,1830,1831,,1,2,15000
512,First Albanian Revolt,5,,Albanians,2,1830,1831,,1,2,15000
513,First French Insurrection,4,220,France,1,1830,1830,,2,2,2200
513,First French Insurrection,4,,Liberals,2,1830,1830,,2,2,2200
515,Belgian Independence,5,210,Netherlands,1,1830,1830,,2,2,1100
515,Belgian Independence,5,,Belgians,2,1830,1830,,2,2,1100
516,Egyptian Taka Expedition,6,,Egypt,1,1831,1832,,2,6,
516,Egyptian Taka Expedition,6,,Hadendowa,2,1831,1832,,2,6,
517,First Polish,5,365,Russia,1,1831,1831,,1,2,35000
517,First Polish,5,,Poles,2,1831,1831,,1,2,35000
518,First Syrian,5,640,Ottoman Empire,1,1831,1832,,2,6,12000
