Umbrella,1988,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114554
Barrel,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114555
Chair,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114556
Flat Iron,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114557
Fire,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114558
Fuel Sack,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114559
Rope,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114560
Sand Pillar,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114561
Sheets of paper,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114562
Shot,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114563
Two Barrels,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114564
Umbrella,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114565
Box,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114566
Night Table,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114567
Table,1987,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114568
Carriage,1986,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114569
Sinking,1986,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114570
Four Stools,1986,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114571
Kamor,1986,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114572
Table,1986,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114573
Two Flags,1986,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114574
Beams,1986,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114575
Table,1986,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114576
Barrel,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114577
Filmrecording,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114578
Blue Smoke,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114579
Blue Smoke,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114580
Boots,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114581
Briefcase,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114582
Bucket with Rockets,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114583
Carriage,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114584
Four Boxes,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114585
Kayak,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114586
Roll of Film,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114587
Sinking in Ice,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114588
Small Rockets,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114589
Table,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114590
Experiment,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114591
Suitcase,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114592
Suitcase,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114593
Suitcase,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114594
Two Buckets,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114595
Two Buckets,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114596
Box,1985,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114597
Books,1984,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114598
Bucket,1984,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114599
Fire,1984,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114600
Kayak,1984,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114601
Rubber Band,1984,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114602
Sand Cone,1984,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114603
Smoke Rings,1984,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114604
Smoke Rings,1984,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114605
Stool,1984,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114606
Stool,1984,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114607
Tube,1984,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114608
Wolfsbane,1984,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114609
Flap,1984,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114610
Action,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114611
Balloon,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114612
Balloon,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114613
Balloon |  under Water,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114614
Board on the Back,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114615
Bridge,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114616
Bucket,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114617
Fall,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114618
Don't Let Go,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114619
Explosion,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114620
Hat with Rocket,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114621
Rocket,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114622
Rocket Box,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114623
Rocket,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114624
Rocket,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114625
Rubber Motor,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114626
Sand Curtain,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114627
Smoke ring,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114628
Stool,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114629
Table,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114630
Suitcase,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114631
Two Balloons,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114632
Two Boxes,1983,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114633
Action,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114634
Action,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114635
Balloon before Waterfall,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114636
Balloon Bucket,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114637
Balloon on Track,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114638
Balloon with Stool |  1,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114639
Balloon with Stool |  2,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114640
Bicycle |  Bicycle |  Roll with Rubber Band,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114641
Bicycle,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114642
Box,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114643
Bucket with Water,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114644
Carriage 1,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114645
Carriage 2,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114646
Carriage,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114647
Cloth,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114648
Drowning,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114649
Emerging,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114650
Filmrecording,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114651
Filmrecording,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114652
Fire,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114653
Flap,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114654
Glasses,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114655
Sand Cone,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114656
Sand Pillar 1979-82,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114657
Sand Track,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114658
Stool in River,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114659
Stool,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114660
Stool,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114661
Stool,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114662
Stool,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114663
Table,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114664
Table,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114665
Experiment,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114666
Tube,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114667
Water,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114668
Waterfall,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114669
Waterfall,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114670
Board,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114671
Box,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114672
Writing 1-2-3,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114673
Yellow Band,1982,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114674
Action,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114675
Action,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114676
Balloon with Rocket,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114677
Balloon,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114678
Barrel with Rockets,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114679
Beams,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114680
Box,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114681
Box,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114682
Circle,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114683
Fire,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114684
Race,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114685
Rockets,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114686
Rods,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114687
Sand,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114688
String Balloon,1981,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114689
Air Sleeve,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114690
Balloon,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114691
Balloon Shrinking,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114692
Balloon with Bucket,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114693
Blue Air Balloon,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114694
Board,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114695
Container under Water,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114696
Crater,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114697
Explosion under Water,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114698
Fall from the Bridge,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114699
Line,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114700
Paper in River,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114701
Pine Tree with Rubber Band,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114702
Red Balloon,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114703
Rocket,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114704
Rocket,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114705
Rocket,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114706
Rope,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114707
Rubber Band,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114708
Sled,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114709
Tablet,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114710
Track,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114711
Tube,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114712
Two Iron Plates,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114713
Fountain,1980,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114714
Box 1,1979,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114715
Box 2,1979,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114716
Cat,1979,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114717
Filming,1979,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114718
Across the River,1978,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114719
Arc,1978,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114720
Six Pieces,1978,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114721
Water Tower,1978,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114722
Box,1976,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114723
Air cushion,1975,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114724
Sand Stairs,1975,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114725
Smoke-cross,1975,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114726
Fountain,1975,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114727
Water Pulse,1975,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114728
Box,1975,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114729
Carriage,n/a,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114730
Red Flag,n/a,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114731
Suitcase,n/a,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114732
Suitcase,n/a,Super 8mm film transferred to video (color |  silent),2,Committee on Media Funds,Video,Media and Performance Art,12/10/2007,Y,114733
Nocturne,1974-1975,Video (black and white |  sound),7:49,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116233
Stalking,1974-1975,Video (black and white |  sound),2:06,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116234
Audio Tape and Video Tape,1974-1975,Video (black and white |  sound),2:04,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116235
Dancing Tape,1974-1975,Video (black and white |  sound),5:27,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116236
Hobo on Train,1974-1975,Video (black and white |  sound),0:52,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116237
Drinking Milk,1974-1975,Video (black and white |  sound),1:55,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116238
Copyright,1974-1975,Video (black and white |  sound),1:43,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116239
Buying a House,1974-1975,Video (black and white |  sound),1,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116240
Lerch Hairpieces,1974-1975,Video (black and white |  sound),0:19,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116241
Tammy and a Can of Plums,1974-1975,Video (black and white |  sound),0:19,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116242
Loves Water,1974-1975,Video (black and white |  sound),0:43,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116243
Average Guy,1974-1975,Video (black and white |  sound),0:15,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116244
Newscast,1974-1975,Video (black and white |  sound),2:42,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116245
Marbles,1974-1975,Video (black and white |  sound),0:23,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116246
Ball Drop,1974-1975,Video (black and white |  sound),0:43,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116247
Treat Table,1974-1975,Video (black and white |  sound),0:38,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116248
Hey Roy,1974-1975,Video (black and white |  sound),0:40,Gift of the artist,Video,Media and Performance Art,3/12/2008,N,116249
Rock Video: Cherry Blossom,1986,Video (color |  silent),12:54,Acquired through the generosity of Younghee Kim-Wait,Video,Media and Performance Art,3/12/2008,Y,116737
White House,2005,16mm film transferred to video (color |  silent),4:58,Fund for the Twenty-First Century,Installation,Media and Performance Art,3/12/2008,Y,117937
Acéphal Magical,2007,Two-channel video (color |  sound),4:52,Fund for the Twenty-First Century,Installation,Media and Performance Art,3/12/2008,Y,117938
Man Walking Down the Side of a Building,1970,16mm film transferred to video (black and white |  silent),2,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,3/12/2008,Y,117939
DeleveleD,2007,Video animation (color |  silent),1,Committee on Media Funds,Installation,Media and Performance Art,3/12/2008,Y,117940
George Maciunas With Two Eyes 1972 |  George Maciunas With One Eye 1976,1994,Video (black and white |  sound),7,Acquired through the generosity of Younghee Kim-Wait,Video,Media and Performance Art,3/12/2008,Y,117941
Winter in Miami 2005,2006,Video (color |  sound),14,Acquired through the generosity of Younghee Kim-Wait,Video,Media and Performance Art,3/12/2008,Y,117942
The Wall,1976-2007,Video (color |  sound),15:04,Acquired through the generosity of Rajeev Dehejia,Video,Media and Performance Art,3/12/2008,Y,117943
Manipulating a Fluorescent Tube,1969,Video (black and white |  sound),62,Given anonymously,Video,Media and Performance Art,3/12/2008,Y,117944
Pacing Upside Down,1969,Video (black and white |  sound),56,Acquired through the generosity of Michael Margitich,Video,Media and Performance Art,3/12/2008,Y,117945
Violin Tuned D.E.A.D.,1969,Video (black and white |  sound),60,Acquired through the generosity of Evanne and Edward J. Gargiulo |  Jr.,Video,Media and Performance Art,3/12/2008,Y,117946
Walking in an Exaggerated Manner Around the Perimeter of a Square,1967-1968,16mm film transferred to video (black and white |  silent),10,Acquired through the generosity of Courtney Plummer,Video,Media and Performance Art,3/12/2008,Y,117947
sleepwalkers,2007,Six-channel video (color |  sound),12:57,The Dunn Bequest,Installation,Media and Performance Art,3/12/2008,Y,117949
KK Queens Survey,2005,Video (color |  sound),7:20,Gift of Kati Lovaas,Video,Media and Performance Art,3/12/2008,Y,117950
Lollypop,2006,Video (black and white |  sound),3:24,Gift of Kati Lovaas,Video,Media and Performance Art,3/12/2008,Y,117951
Melody Set Me Free,2007,Video (color |  sound),15:19,Gift of Kati Lovaas,Video,Media and Performance Art,3/12/2008,Y,117952
Ride to da Club,2002,Video (black and white |  sound),5:06,Gift of Kati Lovaas,Video,Media and Performance Art,3/12/2008,Y,117953
