WarNum,WarName,WarType,ccode,StateName,Side,StartYear,EndYear,Initiator,Outcome,WhereFought,BatDeath
905,Africa's World War,4,517,Rwanda,2,1998,2002,,3,4,
905,Africa's World War,4,516,Burundi,2,1998,2002,,3,4,
905,Africa's World War,4,500,Uganda,2,1998,2002,,3,4,
905,Africa's World War,4,,RCD,2,1998,2002,,3,4,
905,Africa's World War,4,,MLC,2,1998,2002,,3,4,
906,Fourth Chad (Togoimi Revolt),4,,MDD,2,1998,2000,,7,4,
906,Fourth Chad (Togoimi Revolt),4,,MDJT,2,1998,2000,,7,4,
907,Third Angolan,4,,UNITA,2,1998,2002,,1,4,
908,Second Congo (Brazzaville),4,,Ninjas and Cocoye militias,2,1998,1999,,1,4,
910,Moluccas Sectarian,7,,FKM,2,1999,2000,,7,7,
910,Moluccas Sectarian,7,,RMS,2,1999,2000,,7,7,
911,First Nigeria Christian-Muslim,7,,Muslim Fulani,2,1999,2000,,1,4,
912,Second Aceh,5,,GAM,2,1999,2002,,3,7,3830
913,Oromo Liberation,5,,Oromo Lib. Front,2,1999,1999,,1,4,1000
915,Second Chechen,5,,Chechnya,2,1999,2003,,1,2,20000
916,Second Philippine-Moro,5,,MILF,2,2000,2001,,3,7,
917,Guinean,4,,RDFG,2,2000,2001,,6,4,
918,Third Burundi,4,,FNL,2,2001,2003,,3,4,3150
918,Third Burundi,4,,FROLINA,2,2001,2003,,3,4,3150
920,Fourth Rwanda,4,,Army for the Liberation of Rwanda,2,2001,2001,,1,4,
921,First Nepal Maoist Insurgency,4,,CPN,2,2001,2003,,6,7,3780
922,Fourth Liberian,4,,LURD,2,2002,2003,,2,4,
922,Fourth Liberian,4,,MODEL,2,2002,2003,,2,4,
923,Ethiopian Anyuaa-Nuer,7,,Nuer,2,2002,2003,,7,4,
925,Cote d'Ivoire Military,4,,MPCI,2,2002,2004,,2,4,2700
925,Cote d'Ivoire Military,4,,MPIGO,2,2002,2004,,2,4,2700
925,Cote d'Ivoire Military,4,,MJP,2,2002,2004,,2,4,2700
926,Third Philippine-Moro,5,,MILF,2,2003,2003,,7,7,1000
926,Third Philippine-Moro,5,,ASG,2,2003,2003,,7,7,1000
927,Darfur,5,,SLA,2,2003,2006,,6,6,
927,Darfur,5,,JEM,2,2003,2006,,6,6,
930,Third Aceh,5,,GAM,2,2003,2003,,1,7,1550
931,Second Nepal Maoists,4,,CPN,2,2003,2006,,3,7,7030
932,Waziristan,5,,Waziri tribes,2,2004,2006,,2,7,3000
933,Second Nigeria Christian-Muslim,7,,Muslim Fulani,2,2004,2004,,6,4,
935,First Yemeni Cleric,4,,Zaidi Muslims,2,2004,2005,,1,6,2250
936,Philippine Joint Offensive,5,,MILF,2,2005,2006,,7,7,2823
936,Philippine Joint Offensive,5,,NPA,2,2005,2006,,7,7,2823
937,Fifth Chad,4,,FUDC,2,2005,2006,,1,4,1100
938,Third Somalia,4,,SCIC,2,2006,2008,,1,4,
938,Third Somalia,4,531,Eritrea,2,2006,2008,,1,4,
940,Second Sri Lanka Tamil,5,,LTTE,2,2006,,,5,7,
941,Second Yemeni Cleric,4,,Zaidi Muslims,2,2007,2007,,6,6,3500
